SNP	eGene	CHR	POS	SNP_PHENOTYPE	END	First_Level	PHENOTYPE	Metabolism	Locus	Locus name	Entrez Gene Name	Location	Type(s)	Most associated metabolite or ratio	Biochemical locus-metabolite relationship [PMID]	Predicted causal gene	eQTL (gene and tissue)	Complex trait association [PMID]	Metabolite association [PMID]	Inborn error metabolism	Gene/protein classification (DT=drug target, ME=metabolic enzyme, TP=transporter)	ChEMBL ID	Drug information	In development PharmaProjects (preclinical, Phase I to III, pre-registration, registration)	Failed PharmaProjects (Suspended, withdrawn, no development)	split_eQTLs	causal_eGene	split	Overlap
rs17134585	RP11-445	10	5307996	androsterone sulfate/ epiandrosterone sulfate	5313199	Unknown		False	76	AKR1C3|AKR1C4	aldo-keto reductase family 1, member C3/aldo-keto reductase family 1, member C4	Cytoplasm	enzyme	androsterone sulfate/ epiandrosterone sulfate	AKR1C4 encodes a 3 alpha-hydroxysteroid dehydrogenase (HSD) isoform which is expressed in liver and acts on androsterone.   The nearby gene AKR1C3 is expressed in prostate and mammary gland and the associated enzyme does not act on androsterone.  [15026176]. Ratio interpretation: both molecules are related to potential substrates ('selectivity').	AKR1C4	AKR1C3-Skin	NA	androsterone sulfate/epiandrosterone sulfate [21886157]	NA	ME	CHEMBL4681/CHEMBL4999	Substrates of AKR1Cs: carbonyl-containing xenobiotics as the tobacco-specific nitrosamine NNK: acetohexamide, daunorubicin, naloxone, naltrexone, befunolol, ethacrynic acid, ketoprofen, ketotifen, haloperidol, loxoprofen, metyrapone, oxonortyptyline, and numerous aromatic and aliphatic aldehydes (PMID: 15013815); Compounds and approved drugs with activity in ChEMBL	1	NA	AKR1C3 Skin	False	AKR1C4	False
rs17134585	RSU1	10	16632610	androsterone sulfate/ epiandrosterone sulfate	16859527	Unknown		False	76	AKR1C3|AKR1C4	aldo-keto reductase family 1, member C3/aldo-keto reductase family 1, member C4	Cytoplasm	enzyme	androsterone sulfate/ epiandrosterone sulfate	AKR1C4 encodes a 3 alpha-hydroxysteroid dehydrogenase (HSD) isoform which is expressed in liver and acts on androsterone.   The nearby gene AKR1C3 is expressed in prostate and mammary gland and the associated enzyme does not act on androsterone.  [15026176]. Ratio interpretation: both molecules are related to potential substrates ('selectivity').	AKR1C4	AKR1C3-Skin	NA	androsterone sulfate/epiandrosterone sulfate [21886157]	NA	ME	CHEMBL4681/CHEMBL4999	Substrates of AKR1Cs: carbonyl-containing xenobiotics as the tobacco-specific nitrosamine NNK: acetohexamide, daunorubicin, naloxone, naltrexone, befunolol, ethacrynic acid, ketoprofen, ketotifen, haloperidol, loxoprofen, metyrapone, oxonortyptyline, and numerous aromatic and aliphatic aldehydes (PMID: 15013815); Compounds and approved drugs with activity in ChEMBL	1	NA	AKR1C3 Skin	False	AKR1C4	False
rs17279437	LIMD1	3	45596886	X-11315/ pyroglutamine	45727830	Environmental Information Processing		False	26	SLC6A20	solute carrier family 6 (proline IMINO transporter), member 20	Plasma Membrane	transporter	X-11315/ pyroglutamine	SLC6A20 encodes a transporter which can transport proline [19657969].  Pyroglutamine is structurally similar to proline. Ratio interpretation: n/a.	SLC6A20	NA	NA	Urinary metabolites [21572414]	Iminoglycinuria	NA	NA	NA	NA	NA	NA	False	SLC6A20	False
rs17279437	EXOSC7	3	45016733	X-11315/ pyroglutamine	45054160	Genetic Information Processing		False	26	SLC6A20	solute carrier family 6 (proline IMINO transporter), member 20	Plasma Membrane	transporter	X-11315/ pyroglutamine	SLC6A20 encodes a transporter which can transport proline [19657969].  Pyroglutamine is structurally similar to proline. Ratio interpretation: n/a.	SLC6A20	NA	NA	Urinary metabolites [21572414]	Iminoglycinuria	NA	NA	NA	NA	NA	NA	False	SLC6A20	False
rs174548	FADS1	11	61567099	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	61596790	Metabolism	Lipid metabolism	True	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	True
rs174548	FADS2	11	61583728	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	61634826	Metabolism, Organismal Systems	Lipid metabolism	True	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	TMEM258	11	61535973	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	61560108	Unknown		False	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	FADS3	11	61640991	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	61659523	Unknown		False	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	DDB1	11	61066923	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	61110045	Genetic Information Processing, Human Diseases		False	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	GANAB	11	62392298	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	62414104	Metabolism, Genetic Information Processing	Carbohydrate metabolism	True	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	RSF1	11	77371041	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	77532063	Unknown		False	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	PPME1	11	73882256	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	73965748	Unknown		False	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs174548	CAPN5	11	76777979	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	76837201	Unknown		False	88	FADS1-3	fatty acid desaturase 1-3	Plasma Membrane	enzyme	arachidonate (20:4n6)/ dihomo-linolenate (20:3n3 or n6)	FADS1, FADS2 and FADS3 encode three homologous fatty acid desaturases; FADS1 is a delta-5 desaturase, FADS2 is a delta-6 desaturase, and the catalytic activity of FADS3 is unknown [10601301].   The ratio of arachidonate (20:4n6) to dihomo‐linolenate (20:3n3 or n6) represents a product/substrate pair for FADS1. Ratio interpretation: n/a.	FADS1	FADS1-LIVER,FADS1-FAT,FADS3-LIVER	Cholesterol, total [20686565]; Comprehensive strength and appendicular lean mass [22960237]; Crohn's disease [21102463]; Fasting glucose-related traits [20081858]; Fasting glucose-related traits (interaction with BMI) [22581228]; HDL cholesterol [19060906,20864672,20686565]; Hematology traits [23303382]; LDL cholesterol [19060910,20686565]; Lipid metabolism phenotypes [22286219]; Metabolic syndrome [20694148]; Response to statin therapy [20339536]; Resting heart rate [20639392]; Triglycerides [19060906,20864672,20686565]	1-arachidonoylglycerophosphoethanolamine*/1-linoleoylglycerophosphoethanolamine* [21886157]; PC aa C36:3/PC aa C36:4 [20037589]; PC aa C36:4 [19043545]; Metabolite levels [19043545,23281178,22916037]; Oleic acid (18:1n-9) plasma levels [23362303]; Palmitoleic acid (16:1n-7) plasma levels [23362303]; Phospholipid levels (plasma) [22359512,21829377]; Stearic acid (18:0) plasma levels [23362303]; PC 38:4 [23823483]	NA	NA	NA	Compounds with activity in ChEMBL for FADS2	NA	NA	FADS1 LIVER FADS1 FAT FADS3 LIVER	True	FADS1	False
rs17806888	SUCLG2	3	67410884	succinylcarnitine	67705038	Metabolism	Carbohydrate metabolism	True	28	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	Cytoplasm	enzyme	succinylcarnitine	SUCLG2 encodes the beta subunit of succinate-CoA ligase which acts on succinate-CoA [18392745].  Acyl-CoAs and acyl-carnitines are readily interconverted.	SUCLG2	NA	Height [20881960]; Response to amphetamines [22952603]	NA	NA	NA	NA	NA	NA	NA	NA	False	SUCLG2	True
rs1800775	NLRC5	16	57023397	X-12038	57117443	Unknown		False	120	CETP	cholesteryl ester transfer protein, plasma	Extracellular Space	enzyme	X-12038	CETP encodes the cholesterylester transfer protein.  The gene is associated with LDL, HDL, total cholesterol and triglyceries in multiple GWAS [20686565]	CETP	CETP-LCL	Age-related macular degeneration [20385819,21665990]; ApoA-1 [17463246]; Triglycerides, HDL, LDL, Total cholesterol [20838585,21943158,19359809,19060906,20031564, 19060910,20686565,18193043,20694148,18454146,22286219,18193044,21386085]; Lipoprotein-associated phospholipase A2 activity and mass [22003152]	NA	NA	NA	CHEMBL3572	Compounds with activity in ChEMBL	10	26	CETP LCL	True	CETP	False
rs1800775	CETP	16	56995762	X-12038	57017757	Organismal Systems		False	120	CETP	cholesteryl ester transfer protein, plasma	Extracellular Space	enzyme	X-12038	CETP encodes the cholesterylester transfer protein.  The gene is associated with LDL, HDL, total cholesterol and triglyceries in multiple GWAS [20686565]	CETP	CETP-LCL	Age-related macular degeneration [20385819,21665990]; ApoA-1 [17463246]; Triglycerides, HDL, LDL, Total cholesterol [20838585,21943158,19359809,19060906,20031564, 19060910,20686565,18193043,20694148,18454146,22286219,18193044,21386085]; Lipoprotein-associated phospholipase A2 activity and mass [22003152]	NA	NA	NA	CHEMBL3572	Compounds with activity in ChEMBL	10	26	CETP LCL	True	CETP	True
rs1800775	CDH3	16	68670092	X-12038	68756519	Environmental Information Processing		False	120	CETP	cholesteryl ester transfer protein, plasma	Extracellular Space	enzyme	X-12038	CETP encodes the cholesterylester transfer protein.  The gene is associated with LDL, HDL, total cholesterol and triglyceries in multiple GWAS [20686565]	CETP	CETP-LCL	Age-related macular degeneration [20385819,21665990]; ApoA-1 [17463246]; Triglycerides, HDL, LDL, Total cholesterol [20838585,21943158,19359809,19060906,20031564, 19060910,20686565,18193043,20694148,18454146,22286219,18193044,21386085]; Lipoprotein-associated phospholipase A2 activity and mass [22003152]	NA	NA	NA	CHEMBL3572	Compounds with activity in ChEMBL	10	26	CETP LCL	True	CETP	False
rs1800775	NKD1	16	50582241	X-12038	50670647	Environmental Information Processing		False	120	CETP	cholesteryl ester transfer protein, plasma	Extracellular Space	enzyme	X-12038	CETP encodes the cholesterylester transfer protein.  The gene is associated with LDL, HDL, total cholesterol and triglyceries in multiple GWAS [20686565]	CETP	CETP-LCL	Age-related macular degeneration [20385819,21665990]; ApoA-1 [17463246]; Triglycerides, HDL, LDL, Total cholesterol [20838585,21943158,19359809,19060906,20031564, 19060910,20686565,18193043,20694148,18454146,22286219,18193044,21386085]; Lipoprotein-associated phospholipase A2 activity and mass [22003152]	NA	NA	NA	CHEMBL3572	Compounds with activity in ChEMBL	10	26	CETP LCL	True	CETP	False
